"tweet","user_screenname","tweet_url"
"It's bullshit when the venue sells out then there are hundreds available on resellers. Fuck you @Ticketmaster ...sucks for real fans @qotsa","bermental","http://twitter.com/undefined/status/878285061489135616"
"How The Fuck Do I Buy Pit Tickets On Ticketmaster","bastillegaysian","http://twitter.com/undefined/status/878280811933388800"
"Fuck @Ticketmaster","NicoleDanger","http://twitter.com/undefined/status/878258905293389824"
"ticketmaster is trash. fuck these fees https://t.co/zeJ4ipTOLz","cIinquant","http://twitter.com/undefined/status/878257711200309249"
"I LOST MY LORDE TICKETS TWICE DURING CHECK OUT WHAT THE FUCK IS GOING ON @TICKETMASTER IS THIS A JOKE","yeababepjk","http://twitter.com/undefined/status/878257514793533442"
"@qotsa Fuck Ticketmaster. I'm in a wheelchair and tried o get a handicap seat. They made me wait 3 hours. Show sold… https://t.co/mtlIfEXsbz","DJLalonde48","http://twitter.com/undefined/status/878239929607835648"
"I just paid a $100 parking ticket, and $96.75 to see @mashrou3leila (fuck you @Ticketmaster). Feeling good though. Poor, but good.","caitlin_estella","http://twitter.com/undefined/status/878022702002352128"
"@_Chilladelphia https://t.co/doKl5CZNlC I MIGHT LEAVE RIGHT THE FUCK NOW","waitcho15","http://twitter.com/undefined/status/877965590568325121"
"I felt a great disturbance in the Force, as if millions of voices suddenly cried out in terror, ""Fuck you, @Ticketmaster!"" @lcdsoundsystem","kgrhymes","http://twitter.com/undefined/status/877951120798134272"
"can Ticketmaster shut the fuck up https://t.co/lJhtqjBhFw","lovethenoise","http://twitter.com/undefined/status/877943656518385664"
"dude, fuck @Ticketmaster.","6od","http://twitter.com/undefined/status/877938143445499904"
"RT @Alchemister5: I will also take a moment to say fuck you to ticketmaster for your service fees.","MrJakdax","http://twitter.com/undefined/status/877929793945194496"
"Yo fuck @Ticketmaster fees but holy shit when I woke up this morning I didn't know LCD Soundsystem was even touring &amp; now I'm going in Dec.","soxygeologist","http://twitter.com/undefined/status/877924135418114048"
"I will also take a moment to say fuck you to ticketmaster for your service fees.","Alchemister5","http://twitter.com/undefined/status/877912959028047872"
"although @ticketmaster made me get a new password for some reason and it that was a pain in the ass the could have cost me tickets. fuck em","Biddco","http://twitter.com/undefined/status/877906889849176064"
"Nothing like waking up and raging at Ticketmaster. Honestly FUCK ticketmaster","trashasaurus","http://twitter.com/undefined/status/877900794611343360"
"RT @seymoresquid: Fuck you @LiveNation Fuck you @Ticketmaster  you're cool @qotsa","rd4TwWtx5pC2ef4","http://twitter.com/undefined/status/877817539769671681"
"Fuck me that was close - sold out in FOUR MINUTES! Tell you what tho, @Ticketmaster_NL need to sort their shit out - crashed at checkout 😡","derekrocks","http://twitter.com/undefined/status/877803910320185345"
"@CoreyTaylorRock corey some fuck stole my tickets for the aug 1 show out of my mailbox (ticketmaster yay) is there any way u can help me? 😿","sandyp62009","http://twitter.com/undefined/status/877785214667313152"
"@newflocks ticketmaster is some kind of sadistic fuck","natabraska","http://twitter.com/undefined/status/877745985794879488"
"BUT DUMBASS TICKETMASTER DOESNT HAVE A MAP W SEAT NIMBERS SO MY DUMBASS GOT SEATS AT THE EDGE FUCK TICKETMADTER","nostalgiahealy","http://twitter.com/undefined/status/877661209889198081"
"RT @lilbislord: Fuck @Ticketmaster","ballermcmoney","http://twitter.com/undefined/status/877637416890245120"
"Buying 2 Tickets on @Ticketmaster:\n\n1. Find ticket - $32.50 x2 \n2. See service fee - $10.25 x2 \n\nService = 32% of ticket price. \n\nFuck you.","YevP","http://twitter.com/undefined/status/877603620174221314"
"Fuck @Ticketmaster","lilbislord","http://twitter.com/undefined/status/877570379019161600"
"Also, an eternal FUCK YOU to Ticketmaster, whose service charges &amp; convenience fees are the cost of a 3rd ticket. Such bullshit.","giggleloop","http://twitter.com/undefined/status/877558395313811456"
"Tickets: $33 each. Total amount for 2 tickets: $94! Fuck you, @Ticketmaster! I still don't understand why this monopoly can't be disrupted..","MatteoBalzani","http://twitter.com/undefined/status/877551740672811009"
